word,word_position,text_id,n_participants,RT,sdRT,gRT,gsdRT,word_clean,zipf_freq,log_unigram_freq,word_length,log_RT,log_gRT,corpus,primary_RT,log_primary_RT,row_uid,surprisal,hidden_row_idx,token_ids_str,n_tokens,start_token_idx,end_token_idx,hidden_token_idx,hidden_context_size,hidden_context_stride
lost,97,3,92,385.0108695652174,171.3622533073612,354.4417618581131,1.4979708600923964,lost,5.39,-3.61083373837245,4,5.953271566526179,5.870544049988644,natural_stories,385.0108695652174,5.953271566526179,natural_stories:3:97,7.436372756958008,7374,[2626],1,111,111,111,128,64
lost,474,4,88,320.47727272727275,111.47207034068988,303.47281948595725,1.3873257384667772,lost,5.39,-3.61083373837245,4,5.769811361918969,5.715292049605924,natural_stories,320.47727272727275,5.769811361918969,natural_stories:4:474,10.176010131835938,4663,[2626],1,553,553,553,128,64
lot,39,7,76,323.7105263157895,134.5880446190744,301.1965092808565,1.4502279023997544,lot,5.61,-3.3904054840685323,3,5.7798496791424,5.707762906485595,natural_stories,323.7105263157895,5.7798496791424,natural_stories:7:39,0.5849995017051697,8356,[1256],1,43,43,43,128,64
loud,235,7,76,358.67105263157896,160.97936829775384,330.69663796110126,1.4837397002168953,loud,4.53,-4.469799020694141,4,5.88240568050556,5.8012014535045635,natural_stories,358.67105263157896,5.88240568050556,natural_stories:7:235,9.381078720092773,8552,[7812],1,276,276,276,128,64
loudest,945,7,74,275.3918918918919,85.88457012416612,263.7239253793565,1.3404712375436525,loudest,3.21,-5.7904581779834,7,5.618195144655242,5.57490281878227,natural_stories,275.3918918918919,5.618195144655242,natural_stories:7:945,11.30188274383545,9262,"[7812, 395]",2,1091,1092,1092,128,64
love,252,7,76,310.38157894736844,121.06879224697153,292.2833133839647,1.3978099432435358,love,5.82,-3.17979847481172,4,5.737802440373295,5.677723583193662,natural_stories,310.38157894736844,5.737802440373295,natural_stories:7:252,6.379697799682617,8569,[1842],1,300,300,300,128,64
love,532,7,73,290.52054794520546,107.9418708777297,276.01276366460337,1.35757463982227,love,5.82,-3.17979847481172,4,5.671674306820471,5.620447109809482,natural_stories,290.52054794520546,5.671674306820471,natural_stories:7:532,9.023975372314453,8849,[1842],1,619,619,619,128,64
love,816,7,74,290.1081081081081,101.81578416906072,275.4734106885901,1.3735353352093664,love,5.82,-3.17979847481172,4,5.670253640092549,5.618491111008219,natural_stories,290.1081081081081,5.670253640092549,natural_stories:7:816,8.607244491577148,9133,[1842],1,950,950,950,128,64
loved,736,3,90,305.8888888888889,88.7822034556304,293.8344120403504,1.3295023463856417,loved,5.0,-3.999999565705735,5,5.723221927806388,5.6830163843157155,natural_stories,305.8888888888889,5.723221927806388,natural_stories:3:736,9.724268913269043,8013,[6151],1,865,865,865,128,64
"loved,",400,5,92,302.6195652173913,117.45271130636146,282.9289254334361,1.4373196176041647,loved,5.0,-3.999999565705735,5,5.712476456294454,5.6451957192222615,natural_stories,302.6195652173913,5.712476456294454,natural_stories:5:400,10.518863677978516,6664,"[6151, 11]",2,462,463,463,128,64
loving,793,3,91,350.24175824175825,148.250264429919,328.04414838694106,1.4222997159217816,loving,4.47,-4.530176511839648,6,5.8586236538674745,5.79314819806722,natural_stories,350.24175824175825,5.8586236538674745,natural_stories:3:793,12.8405179977417,8070,[14442],1,928,928,928,128,64
low,223,4,88,365.625,143.9381502311115,340.7055182283461,1.4551496591882207,low,5.33,-3.6695860237095097,3,5.901608217986121,5.831018521272902,natural_stories,365.625,5.901608217986121,natural_stories:4:223,5.338479042053223,4412,[1877],1,263,263,263,128,64
lower,381,2,92,327.9782608695652,131.4499008949563,306.42519414578544,1.4345417987648053,lower,5.11,-3.889409953038492,5,5.792947328350979,5.724973660810402,natural_stories,327.9782608695652,5.792947328350979,natural_stories:2:381,9.681718826293945,5655,[2793],1,440,440,440,128,64
"lower,",383,2,91,328.8791208791209,136.8372784786397,306.60928620512715,1.436193655960018,lower,5.11,-3.889409953038492,5,5.795690269511132,5.7255742536670065,natural_stories,328.8791208791209,5.795690269511132,natural_stories:2:383,2.284414291381836,5657,"[2793, 11]",2,442,443,443,128,64
lowering,999,9,75,356.8,255.69354545860017,318.0426946970377,1.53105224759443,lowering,3.78,-5.219675485689354,8,5.8771754007058545,5.76218563382168,natural_stories,356.8,5.8771754007058545,natural_stories:9:999,6.010071277618408,998,[21683],1,1258,1258,1258,128,64
luck,195,3,91,417.4835164835165,192.25193902431272,385.40744637624783,1.4753547888463676,luck,4.91,-4.089908920218706,4,6.034245062034889,5.954301076956686,natural_stories,417.4835164835165,6.034245062034889,natural_stories:3:195,9.080947875976562,7472,[8458],1,222,222,222,128,64
luck,220,3,92,345.29347826086956,149.8504410479804,323.0265298357397,1.4156697779188148,luck,4.91,-4.089908920218706,4,5.844394717049524,5.777734455564068,natural_stories,345.29347826086956,5.844394717049524,natural_stories:3:220,8.124407768249512,7497,[8458],1,251,251,251,128,64
lucky,678,2,90,301.55555555555554,106.12448817902929,286.1618046929388,1.3732374264750793,lucky,4.77,-4.22988396787145,5,5.708954263058595,5.656557401517886,natural_stories,301.55555555555554,5.708954263058595,natural_stories:2:678,11.132594108581543,5952,[9670],1,797,797,797,128,64
Lucy,6,7,77,400.76623376623377,205.82311619599207,358.18960773931065,1.5987274141340386,lucy,4.07,-4.931810426351053,4,5.993378299131434,5.881062476752673,natural_stories,400.76623376623377,5.993378299131434,natural_stories:7:6,14.734891891479492,8323,[22162],1,5,5,5,128,64
Lucy,55,7,76,357.2236842105263,144.76533642961272,330.87162997053184,1.4812140001074048,lucy,4.07,-4.931810426351053,4,5.878362151984898,5.80173047529111,natural_stories,357.2236842105263,5.878362151984898,natural_stories:7:55,1.6361019611358643,8372,[22162],1,60,60,60,128,64
Lucy,130,7,77,371.8311688311688,177.81135794915104,338.6799564618442,1.527155194819298,lucy,4.07,-4.931810426351053,4,5.9184399040252815,5.825055580221583,natural_stories,371.8311688311688,5.9184399040252815,natural_stories:7:130,2.212350845336914,8447,[22162],1,145,145,145,128,64
Lucy,165,7,76,358.5263157894737,133.8026879335599,335.1559617564235,1.451871772074545,lucy,4.07,-4.931810426351053,4,5.882002062616139,5.814595980968667,natural_stories,358.5263157894737,5.882002062616139,natural_stories:7:165,2.923967123031616,8482,[22162],1,196,196,196,128,64
Lucy,172,7,76,373.89473684210526,170.64220493554097,343.50425928461385,1.4997333648037776,lucy,4.07,-4.931810426351053,4,5.923974305505565,5.839199511249616,natural_stories,373.89473684210526,5.923974305505565,natural_stories:7:172,14.275239944458008,8489,[22162],1,205,205,205,128,64
Lucy,215,7,76,334.38157894736844,146.72886260994125,311.06474393274726,1.4433214849762452,lucy,4.07,-4.931810426351053,4,5.812282792813329,5.740001070360878,natural_stories,334.38157894736844,5.812282792813329,natural_stories:7:215,3.709301471710205,8532,[22162],1,254,254,254,128,64
Lucy,255,7,75,333.61333333333334,146.8501620363086,311.2523010155588,1.4241635200264884,lucy,4.07,-4.931810426351053,4,5.809982637711471,5.740603840572663,natural_stories,333.61333333333334,5.809982637711471,natural_stories:7:255,0.9844036102294922,8572,[22162],1,304,304,304,128,64
Lucy,276,7,76,344.7763157894737,137.2567034121793,323.47700993208673,1.4159939397638015,lucy,4.07,-4.931810426351053,4,5.8428958467245895,5.77912804474508,natural_stories,344.7763157894737,5.8428958467245895,natural_stories:7:276,3.5904488563537598,8593,[22162],1,328,328,328,128,64
Lucy,328,7,73,370.3561643835616,187.94682831581008,335.6547287878816,1.5378797091550225,lucy,4.07,-4.931810426351053,4,5.914465149071853,5.816083038734444,natural_stories,370.3561643835616,5.914465149071853,natural_stories:7:328,4.455094337463379,8645,[22162],1,388,388,388,128,64
Lucy,371,7,75,363.14666666666665,155.45718914755165,337.58799332222,1.4470394904047112,lucy,4.07,-4.931810426351053,4,5.894806793066547,5.8218261972855085,natural_stories,363.14666666666665,5.894806793066547,natural_stories:7:371,2.096946954727173,8688,[22162],1,434,434,434,128,64
Lucy,393,7,74,469.9054054054054,317.5772225760979,399.6094827844991,1.727606125275953,lucy,4.07,-4.931810426351053,4,6.152531409352685,5.99048777718477,natural_stories,469.9054054054054,6.152531409352685,natural_stories:7:393,1.353915810585022,8710,[22162],1,461,461,461,128,64
Lucy,434,7,74,341.2837837837838,171.83526040872238,311.8650276494661,1.4994257476654531,lucy,4.07,-4.931810426351053,4,5.832714341697983,5.742570490521903,natural_stories,341.2837837837838,5.832714341697983,natural_stories:7:434,3.9040040969848633,8751,[22162],1,508,508,508,128,64
Lucy,481,7,74,345.0405405405405,151.3429779146934,319.3125619657368,1.4620768161899018,lucy,4.07,-4.931810426351053,4,5.843661918940901,5.766170441150851,natural_stories,345.0405405405405,5.843661918940901,natural_stories:7:481,1.986205816268921,8798,[22162],1,561,561,561,128,64
Lucy,524,7,74,315.18918918918916,105.15646211888728,299.0259952583967,1.3867480777215346,lucy,4.07,-4.931810426351053,4,5.753173059137877,5.7005305102751,natural_stories,315.18918918918916,5.753173059137877,natural_stories:7:524,2.16841459274292,8841,[22162],1,610,610,610,128,64
Lucy,561,7,73,313.1506849315069,106.36659239954533,298.76720999653844,1.3465044834969355,lucy,4.07,-4.931810426351053,4,5.746684496200411,5.699664708269493,natural_stories,313.1506849315069,5.746684496200411,natural_stories:7:561,3.0354931354522705,8878,[22162],1,656,656,656,128,64
Lucy,569,7,74,311.5810810810811,109.30565498872362,295.1970638769482,1.3874077402701477,lucy,4.07,-4.931810426351053,4,5.741659596752443,5.6876431464605535,natural_stories,311.5810810810811,5.741659596752443,natural_stories:7:569,3.609940528869629,8886,[22162],1,666,666,666,128,64
Lucy,580,7,74,324.3783783783784,130.45544063723395,304.0910301390195,1.4225406557288152,lucy,4.07,-4.931810426351053,4,5.781910668905233,5.717327097829414,natural_stories,324.3783783783784,5.781910668905233,natural_stories:7:580,2.7589292526245117,8897,[22162],1,680,680,680,128,64
Lucy,620,7,75,290.3466666666667,97.7248610562761,276.5477673042134,1.360534388832028,lucy,4.07,-4.931810426351053,4,5.6710756113549365,5.622383563018885,natural_stories,290.3466666666667,5.6710756113549365,natural_stories:7:620,3.7258665561676025,8937,[22162],1,731,731,731,128,64
Lucy,719,7,73,316.05479452054794,112.11290073589002,298.0333970629931,1.4103084010792006,lucy,4.07,-4.931810426351053,4,5.7559155989362845,5.69720555090714,natural_stories,316.05479452054794,5.7559155989362845,natural_stories:7:719,3.4711148738861084,9036,[22162],1,843,843,843,128,64
Lucy,756,7,74,285.4594594594595,91.16899695172296,273.0272135621108,1.343554273923903,lucy,4.07,-4.931810426351053,4,5.654100020622654,5.609571473594597,natural_stories,285.4594594594595,5.654100020622654,natural_stories:7:756,3.55739688873291,9073,[22162],1,883,883,883,128,64
Lucy,863,7,73,305.5890410958904,122.57841431513212,288.08889788506485,1.3883975419483652,lucy,4.07,-4.931810426351053,4,5.722241196361053,5.663269105718202,natural_stories,305.5890410958904,5.722241196361053,natural_stories:7:863,4.558365821838379,9180,[22162],1,1003,1003,1003,128,64
Lucy,912,7,74,309.13513513513516,191.8307847596114,284.02300217768266,1.4380898983810586,lucy,4.07,-4.931810426351053,4,5.733778511831037,5.649055228464793,natural_stories,309.13513513513516,5.733778511831037,natural_stories:7:912,3.417696714401245,9229,[22162],1,1055,1055,1055,128,64
Lucy,915,7,74,303.5135135135135,104.43064726820371,289.01999911413463,1.3557656557746292,lucy,4.07,-4.931810426351053,4,5.715426135088264,5.6664958868051185,natural_stories,303.5135135135135,5.715426135088264,natural_stories:7:915,6.856283187866211,9232,[22162],1,1059,1059,1059,128,64
"Lucy,",73,7,76,376.7236842105263,148.49732645711933,350.3416822861133,1.466367438006631,lucy,4.07,-4.931810426351053,4,5.931511985592634,5.858908913379054,natural_stories,376.7236842105263,5.931511985592634,natural_stories:7:73,9.252062797546387,8390,"[22162, 11]",2,80,81,81,128,64
"Lucy,",644,7,75,350.05333333333334,221.40057211609303,315.0905157046009,1.521673755564786,lucy,4.07,-4.931810426351053,4,5.858085523827042,5.752859948991292,natural_stories,350.05333333333334,5.858085523827042,natural_stories:7:644,9.39971923828125,8961,"[22162, 11]",2,759,760,760,128,64
Lucy.,32,7,76,399.07894736842104,218.2742472614299,352.1791294275322,1.6373162236409,lucy,4.07,-4.931810426351053,4,5.9891592603962955,5.8641399365764055,natural_stories,399.07894736842104,5.9891592603962955,natural_stories:7:32,5.356552600860596,8349,"[22162, 13]",2,35,36,36,128,64
Lucy.',247,7,76,365.3157894736842,118.64234325920526,347.4526486238431,1.3750872978188098,lucy.',4.07,-4.931810426351053,6,5.900762156173143,5.850628392767238,natural_stories,365.3157894736842,5.900762156173143,natural_stories:7:247,19.091968536376953,8564,"[22162, 2637]",2,290,291,291,128,64
Lucy's,154,7,75,444.53333333333336,371.3833283503402,379.4559941118115,1.6373634086994568,lucy's,2.76,-6.240256632402275,6,6.0970250427684745,5.938738632567455,natural_stories,444.53333333333336,6.0970250427684745,natural_stories:7:154,12.974197387695312,8471,"[22162, 338]",2,181,182,182,128,64
Lucy's,189,7,75,383.4533333333333,195.54437481687503,348.93899382317187,1.5173844170942652,lucy's,2.76,-6.240256632402275,6,5.949217927179561,5.854897104123703,natural_stories,383.4533333333333,5.949217927179561,natural_stories:7:189,11.473751068115234,8506,"[22162, 338]",2,222,223,223,128,64
Lucy's,199,7,76,349.85526315789474,148.45908113662102,324.7970573590023,1.461553693571009,lucy's,2.76,-6.240256632402275,6,5.8575195351201765,5.783200548391194,natural_stories,349.85526315789474,5.8575195351201765,natural_stories:7:199,6.950085639953613,8516,"[22162, 338]",2,236,237,237,128,64
Lucy's,311,7,76,311.5,111.67661647214544,294.0417379815338,1.4023885578123596,lucy's,2.76,-6.240256632402275,6,5.741399338227508,5.683721723186058,natural_stories,311.5,5.741399338227508,natural_stories:7:311,6.06251335144043,8628,"[22162, 338]",2,366,367,367,128,64
Lucy's,595,7,75,357.29333333333335,150.80520577914444,329.5725235723178,1.4943418907269697,lucy's,2.76,-6.240256632402275,6,5.878557106398348,5.797796431612368,natural_stories,357.29333333333335,5.878557106398348,natural_stories:7:595,8.433191299438477,8912,"[22162, 338]",2,697,698,698,128,64
"lungs,",885,5,94,335.1914893617021,128.8013621610119,315.2702700694588,1.4049811586640355,lungs,3.97,-5.030113701460847,5,5.814701978553211,5.753430271174356,natural_stories,335.1914893617021,5.814701978553211,natural_stories:5:885,2.087078094482422,7149,"[21726, 11]",2,1041,1042,1042,128,64
luxury,189,9,79,382.44303797468353,176.67446137875413,350.35712424505834,1.5036394262734656,luxury,4.35,-4.649750042855514,6,5.946579721849233,5.858952989261026,natural_stories,382.44303797468353,5.946579721849233,natural_stories:9:189,6.853480339050293,188,[13064],1,235,235,235,128,64
lying,167,7,75,403.8666666666667,237.59904525546037,360.2512508143497,1.5789192206306433,lying,4.67,-4.329753218947205,5,6.001084790484972,5.886801706946747,natural_stories,403.8666666666667,6.001084790484972,natural_stories:7:167,11.470870971679688,8484,[9105],1,199,199,199,128,64
machine,363,5,94,400.4148936170213,207.87446633554987,363.8067512841303,1.5213753079178156,machine,4.9,-4.100178950602868,7,5.992501243594988,5.896622823592232,natural_stories,400.4148936170213,5.992501243594988,natural_stories:5:363,2.1376254558563232,6627,[4572],1,423,423,423,128,64
machine,751,5,93,313.9569892473118,93.00793724643523,301.13070102385745,1.3353239608696428,machine,4.9,-4.100178950602868,7,5.749255999606669,5.707544393172117,natural_stories,313.9569892473118,5.749255999606669,natural_stories:5:751,9.08176326751709,7015,[4572],1,878,878,878,128,64
Mackay,712,9,78,396.5769230769231,196.83980692535133,357.8822064943861,1.5754599111322454,mackay,3.41,-5.590049978379491,6,5.982870027496461,5.880203900119163,natural_stories,396.5769230769231,5.982870027496461,natural_stories:9:712,12.141018867492676,711,"[16640, 323]",2,910,911,911,128,64
Mackay,837,9,76,349.38157894736844,161.06197292597346,321.62245609892517,1.482142841627034,mackay,3.41,-5.590049978379491,6,5.856164674350656,5.773378361045327,natural_stories,349.38157894736844,5.856164674350656,natural_stories:9:837,10.236595153808594,836,"[16640, 323]",2,1060,1061,1061,128,64
Mackay,904,9,76,336.44736842105266,160.3774210822161,310.59546167703917,1.4629588278809649,mackay,3.41,-5.590049978379491,6,5.818441727998901,5.738491299136618,natural_stories,336.44736842105266,5.818441727998901,natural_stories:9:904,3.676204204559326,903,"[16640, 323]",2,1140,1141,1141,128,64
"Mackay,",739,9,77,337.2597402597403,129.59972817115363,314.3754798435618,1.4589712083537654,mackay,3.41,-5.590049978379491,6,5.820853376093312,5.7505880671941885,natural_stories,337.2597402597403,5.820853376093312,natural_stories:9:739,1.270768404006958,738,"[16640, 323, 11]",3,945,947,947,128,64
Mackay's,776,9,77,356.09090909090907,157.6803213215188,325.9050931634912,1.5224329340172915,mackay's,1.92,-7.079354998593212,8,5.875186060867461,5.786606213716157,natural_stories,356.09090909090907,5.875186060867461,natural_stories:9:776,15.180049896240234,775,"[16640, 323, 338]",3,988,990,990,128,64
Mackay's,877,9,75,338.72,122.33146818422524,319.26304089642326,1.4078613643145386,mackay's,1.92,-7.079354998593212,8,5.825173807386555,5.766015342618458,natural_stories,338.72,5.825173807386555,natural_stories:9:877,7.249441623687744,876,"[16640, 323, 338]",3,1107,1109,1109,128,64
made,109,5,94,330.4148936170213,135.22712153799225,308.15816778766975,1.4431420418717231,made,5.92,-3.079876621510423,4,5.800349118164219,5.730613182939404,natural_stories,330.4148936170213,5.800349118164219,natural_stories:5:109,4.225790023803711,6373,[925],1,127,127,127,128,64
made,257,5,93,317.494623655914,111.59735695560354,299.6579772000643,1.4064981453128589,made,5.92,-3.079876621510423,4,5.760460884822175,5.702641748275403,natural_stories,317.494623655914,5.760460884822175,natural_stories:5:257,4.800988674163818,6521,[925],1,296,296,296,128,64
made,358,6,83,323.72289156626505,105.92879721464676,309.1508681022226,1.346532495983907,made,5.92,-3.079876621510423,4,5.779887876894123,5.73382940402982,natural_stories,323.72289156626505,5.779887876894123,natural_stories:6:358,2.9334335327148438,1395,[925],1,429,429,429,128,64
made,371,5,94,327.9468085106383,121.86863781210488,310.91367187446656,1.370302035275607,made,5.92,-3.079876621510423,4,5.792851426058418,5.739515291248896,natural_stories,327.9468085106383,5.792851426058418,natural_stories:5:371,6.984391689300537,6635,[925],1,431,431,431,128,64
made,728,5,93,294.63440860215053,86.16046517806639,283.51562652986405,1.3168223494329905,made,5.92,-3.079876621510423,4,5.685735294907295,5.647267241683547,natural_stories,294.63440860215053,5.685735294907295,natural_stories:5:728,7.329795837402344,6992,[925],1,853,853,853,128,64
made,802,7,73,295.7260273972603,106.96433209693632,282.0799244666582,1.339893477545849,made,5.92,-3.079876621510423,4,5.6894334425901425,5.642190450876758,natural_stories,295.7260273972603,5.6894334425901425,natural_stories:7:802,6.026573181152344,9119,[925],1,934,934,934,128,64
made,820,9,77,320.3376623376623,193.16400247550823,293.2966118550113,1.4433822347016023,made,5.92,-3.079876621510423,4,5.769375634272249,5.681184424109698,natural_stories,320.3376623376623,5.769375634272249,natural_stories:9:820,2.923624277114868,819,[925],1,1040,1040,1040,128,64
made,998,4,88,318.3068181818182,131.50878279787267,299.5815662543787,1.3955813120812464,made,5.92,-3.079876621510423,4,5.763015754673829,5.702386721894269,natural_stories,318.3068181818182,5.763015754673829,natural_stories:4:998,5.474153518676758,5187,[925],1,1175,1175,1175,128,64
made-for-TV,400,8,75,370.5733333333333,170.66168313388357,338.2218816405207,1.5276293333448443,made-for-tv,5.12,-3.882728372821857,11,5.915051355874686,5.8237021346687285,natural_stories,370.5733333333333,5.915051355874686,natural_stories:8:400,16.876169204711914,2536,"[925, 12, 1640, 12, 6849]",5,489,493,493,128,64
Madness,704,9,77,338.46753246753246,92.12228492258258,325.19392640364373,1.3395556062943537,madness,3.97,-5.030113701460847,7,5.824428171851167,5.784421701003687,natural_stories,338.46753246753246,5.824428171851167,natural_stories:9:704,8.850457191467285,703,[24452],1,900,900,900,128,64
magnetic,710,10,70,366.9142857142857,169.39882986926622,337.3752960388879,1.49367853145051,magnetic,4.17,-4.829735350192781,8,5.90512826686458,5.821195948815036,natural_stories,366.9142857142857,5.90512826686458,natural_stories:10:710,5.958658218383789,10026,[14091],1,911,911,911,128,64
magnifying,844,6,81,330.08641975308643,159.58690403122557,303.4719728858641,1.4795664589622788,magnifying,3.0,-5.999956572723137,10,5.799354498216113,5.715289259895545,natural_stories,330.08641975308643,5.799354498216113,natural_stories:6:844,13.014860153198242,1881,"[7842, 4035]",2,1029,1030,1030,128,64
main,152,5,95,329.4842105263158,126.0160293044394,308.0774822391956,1.441302748063234,main,5.24,-3.759450502122942,4,5.797528433299139,5.730351317047901,natural_stories,329.4842105263158,5.797528433299139,natural_stories:5:152,7.702882766723633,6416,[1388],1,178,178,178,128,64
main,723,9,77,326.3766233766234,192.59345229627036,299.2321925662484,1.4524021277807213,main,5.24,-3.759450502122942,4,5.788052000968236,5.701219835787773,natural_stories,326.3766233766234,5.788052000968236,natural_stories:9:723,4.066094875335693,722,[1388],1,925,925,925,128,64
maintain,88,8,74,403.0810810810811,187.39517667194943,366.6518589505848,1.539375290138622,maintain,4.65,-4.349691505293128,8,5.999137735459516,5.904412784622646,natural_stories,403.0810810810811,5.999137735459516,natural_stories:8:88,4.94034481048584,2224,[5529],1,111,111,111,128,64
maintains,65,8,73,359.041095890411,149.67793557763397,332.67463111702295,1.4765352023467162,maintains,3.96,-5.040000399696793,9,5.883436855169061,5.8071649285903035,natural_stories,359.041095890411,5.883436855169061,natural_stories:8:65,6.384679794311523,2201,[16047],1,80,80,80,128,64
majorities,418,8,74,361.2972972972973,218.7874260573823,322.54982126481167,1.5596716359576852,majorities,2.96,-6.039957544273158,10,5.889701157631005,5.776257608846371,natural_stories,361.2972972972973,5.889701157631005,natural_stories:8:418,10.523848533630371,2554,[43983],1,516,516,516,128,64
majority,105,10,74,355.64864864864865,156.55603683468013,330.0346343534392,1.4550881739416015,majority,4.94,-4.059981346376685,8,5.873943301505916,5.799197601539568,natural_stories,355.64864864864865,5.873943301505916,natural_stories:10:105,4.130512714385986,9421,[3741],1,135,135,135,128,64
make,89,7,76,335.7236842105263,116.39067530625302,317.21952383505055,1.402855456694254,make,6.08,-2.9208187177611697,4,5.81628845321174,5.759594038418397,natural_stories,335.7236842105263,5.81628845321174,natural_stories:7:89,5.9430131912231445,8406,[787],1,98,98,98,128,64
make,476,5,94,308.3936170212766,108.392379417599,292.74332209286285,1.3716850127577,make,6.08,-2.9208187177611697,4,5.7313769443974145,5.679296191262445,natural_stories,308.3936170212766,5.7313769443974145,natural_stories:5:476,5.297727108001709,6740,[787],1,555,555,555,128,64
make,502,5,94,300.28723404255317,106.67210560801668,285.0625906245867,1.3693960386559392,make,6.08,-2.9208187177611697,4,5.704739463404871,5.652708772383157,natural_stories,300.28723404255317,5.704739463404871,natural_stories:5:502,5.017711162567139,6766,[787],1,587,587,587,128,64
make,585,2,92,311.7717391304348,172.58386101445427,285.04729054432613,1.4756860904192224,make,6.08,-2.9208187177611697,4,5.7422713147045155,5.652655098237981,natural_stories,311.7717391304348,5.7422713147045155,natural_stories:2:585,4.825503349304199,5859,[787],1,688,688,688,128,64
make,626,7,74,291.7567567567568,85.75288018819053,280.96381729945716,1.3102671547363394,make,6.08,-2.9208187177611697,4,5.675920430304683,5.638225896984071,natural_stories,291.7567567567568,5.675920430304683,natural_stories:7:626,5.8702874183654785,8943,[787],1,737,737,737,128,64
make,626,10,71,373.2676056338028,168.0991168283487,343.87416453150155,1.485006565649253,make,6.08,-2.9208187177611697,4,5.922295603783266,5.840275789671454,natural_stories,373.2676056338028,5.922295603783266,natural_stories:10:626,4.534077167510986,9942,[787],1,806,806,806,128,64
make,715,6,83,281.27710843373495,97.52126888130512,267.9585154405445,1.350284040919067,make,6.08,-2.9208187177611697,4,5.639340334416011,5.590832175396867,natural_stories,281.27710843373495,5.639340334416011,natural_stories:6:715,5.225665092468262,1752,[787],1,877,877,877,128,64
make,956,1,84,276.7142857142857,90.82162730446224,264.6021896371136,1.337244490423934,make,6.08,-2.9208187177611697,4,5.622985514351683,5.578227526919154,natural_stories,276.7142857142857,5.622985514351683,natural_stories:1:956,5.580746650695801,4072,[787],1,1151,1151,1151,128,64
Maker.,385,3,91,533.945054945055,396.1571619288195,452.8524844420961,1.7043790871032647,maker,4.23,-4.769548523955817,5,6.28029294030499,6.115566431042181,natural_stories,533.945054945055,6.28029294030499,natural_stories:3:385,12.845230102539062,7662,"[21521, 13]",2,448,449,449,128,64
makes,672,6,84,316.2261904761905,147.7637605921994,294.40460389899994,1.42418072074248,makes,5.46,-3.5406073614441,5,5.75645775017571,5.684955024976331,natural_stories,316.2261904761905,5.75645775017571,natural_stories:6:672,5.815959453582764,1709,[1838],1,823,823,823,128,64
making,120,8,75,323.14666666666665,103.73220372714586,306.5354475736119,1.3947535116417658,making,5.54,-3.459670400052233,6,5.778106296528569,5.725333401457718,natural_stories,323.14666666666665,5.778106296528569,natural_stories:8:120,8.46851634979248,2256,[1642],1,150,150,150,128,64
making,597,8,73,373.2191780821918,253.6735241394243,329.378055865987,1.5687181544076645,making,5.54,-3.459670400052233,6,5.9221658558688075,5.797206197024086,natural_stories,373.2191780821918,5.9221658558688075,natural_stories:8:597,9.306586265563965,2733,[1642],1,730,730,730,128,64
making,626,4,88,304.8068181818182,98.15023178248268,290.71526089255997,1.3588395842956102,making,5.54,-3.459670400052233,6,5.719678192925222,5.672344303237338,natural_stories,304.8068181818182,5.719678192925222,natural_stories:4:626,7.812453746795654,4815,[1642],1,730,730,730,128,64
males,876,10,72,322.44444444444446,121.68707141263113,301.62973265072856,1.4447850755036935,males,4.21,-4.790482304635508,5,5.775930856107914,5.709200214334255,natural_stories,322.44444444444446,5.775930856107914,natural_stories:10:876,5.549738883972168,10192,[10835],1,1123,1123,1123,128,64
man,43,5,94,306.0851063829787,160.2452864168109,280.86711134447427,1.4705149461586176,man,5.82,-3.17979847481172,3,5.723863188717243,5.6378816441100925,natural_stories,306.0851063829787,5.723863188717243,natural_stories:5:43,4.988193511962891,6307,[582],1,46,46,46,128,64
man,395,5,93,306.2795698924731,87.95593827635442,294.14056788945607,1.3328755551004732,man,5.82,-3.17979847481172,3,5.724498311948759,5.684057775147723,natural_stories,306.2795698924731,5.724498311948759,natural_stories:5:395,4.673132419586182,6659,[582],1,457,457,457,128,64
man,485,5,94,314.06382978723406,141.726892335158,292.83207051540273,1.4217685802641278,man,5.82,-3.17979847481172,3,5.749596244826939,5.679599306537915,natural_stories,314.06382978723406,5.749596244826939,natural_stories:5:485,6.207497596740723,6749,[582],1,565,565,565,128,64
man,602,5,94,337.17021276595744,135.27444332599762,314.68074646818684,1.4411644298112785,man,5.82,-3.17979847481172,3,5.82058788523275,5.751558621608307,natural_stories,337.17021276595744,5.82058788523275,natural_stories:5:602,6.868564605712891,6866,[582],1,709,709,709,128,64
man,624,5,92,294.6195652173913,95.66893950819184,280.77067371513886,1.3621980473906512,man,5.82,-3.17979847481172,3,5.685684914645399,5.637538228361193,natural_stories,294.6195652173913,5.685684914645399,natural_stories:5:624,0.7337669134140015,6888,[582],1,733,733,733,128,64
man,628,1,85,296.90588235294115,98.21412752724724,283.4895614261675,1.3453630140471904,man,5.82,-3.17979847481172,3,5.693415194146507,5.647175302123668,natural_stories,296.90588235294115,5.693415194146507,natural_stories:1:628,1.2046054601669312,3744,[582],1,744,744,744,128,64
man,634,5,94,312.968085106383,98.57407586608608,298.40036997131006,1.3633817560250394,man,5.82,-3.17979847481172,3,5.746101220825071,5.698436108179072,natural_stories,312.968085106383,5.746101220825071,natural_stories:5:634,3.3511219024658203,6898,[582],1,743,743,743,128,64
